OG0001343	BalsamFir56291		FraserFir101876, FraserFir144838, FraserFir167384, FraserFir169187, FraserFir170106, FraserFir178296, FraserFir18377, FraserFir187894, FraserFir189003, FraserFir19388, FraserFir196674, FraserFir208351
OG0001344	BalsamFir56427, BalsamFir85355		FraserFir101917, FraserFir109638, FraserFir137758, FraserFir144624, FraserFir148794, FraserFir189955, FraserFir191141, FraserFir35632, FraserFir50644, FraserFir79508, FraserFir79651
OG0001374	BalsamFir64184		FraserFir100009, FraserFir127414, FraserFir128441, FraserFir144795, FraserFir164194, FraserFir58208, FraserFir60648, FraserFir60676, FraserFir76767, FraserFir83510, FraserFir90013, FraserFir96661
OG0001390	BalsamFir70846		FraserFir103228, FraserFir103289, FraserFir168265, FraserFir205131, FraserFir206267, FraserFir208320, FraserFir23773, FraserFir26129, FraserFir46439, FraserFir47256, FraserFir52264, FraserFir78932
OG0001391	BalsamFir70884		FraserFir105146, FraserFir105699, FraserFir110134, FraserFir123319, FraserFir127630, FraserFir132777, FraserFir157469, FraserFir195962, FraserFir68179, FraserFir90104, FraserFir93179, FraserFir94057
OG0001417	BalsamFir97208		FraserFir108822, FraserFir129348, FraserFir130976, FraserFir137266, FraserFir139753, FraserFir139765, FraserFir139831, FraserFir150299, FraserFir153093, FraserFir171165, FraserFir185016, FraserFir89356
OG0001418	BalsamFir98230		FraserFir115911, FraserFir141280, FraserFir143363, FraserFir152487, FraserFir152609, FraserFir157528, FraserFir169048, FraserFir193181, FraserFir204084, FraserFir41393, FraserFir44964, FraserFir58379
OG0001423	BalsamFir102423		FraserFir134655, FraserFir150340, FraserFir153075, FraserFir169873, FraserFir177975, FraserFir207238, FraserFir59002, FraserFir59041, FraserFir67188, FraserFir69799, FraserFir73288, FraserFir97227
OG0001578	BalsamFir14428, BalsamFir15879, BalsamFir16033, BalsamFir16601, BalsamFir16828, BalsamFir18917, BalsamFir28098, BalsamFir31085, BalsamFir39851		FraserFir36563, FraserFir65803, FraserFir86100
OG0001624	BalsamFir102089, BalsamFir23222, BalsamFir43106, BalsamFir67782, BalsamFir72628, BalsamFir82866, BalsamFir94076, BalsamFir94168, BalsamFir94409, BalsamFir96951, BalsamFir97285		FraserFir181478
OG0001702	BalsamFir35946, BalsamFir38760		FraserFir109334, FraserFir32758, FraserFir5298, FraserFir71259, FraserFir74067, FraserFir77500, FraserFir79938, FraserFir80339, FraserFir86176, FraserFir86340
OG0001715	BalsamFir38482, BalsamFir82250		FraserFir104772, FraserFir128807, FraserFir13941, FraserFir148791, FraserFir179238, FraserFir193059, FraserFir36770, FraserFir48638, FraserFir89256, FraserFir91344
OG0001719	BalsamFir39280, BalsamFir42176, BalsamFir42812, BalsamFir44340, BalsamFir45770, BalsamFir46921, BalsamFir48784, BalsamFir66309, BalsamFir84324, BalsamFir93246, BalsamFir98813		FraserFir100670
OG0001723	BalsamFir40315		FraserFir107197, FraserFir111550, FraserFir119891, FraserFir143476, FraserFir193557, FraserFir28525, FraserFir51364, FraserFir52789, FraserFir58276, FraserFir81713, FraserFir99496
OG0001759	BalsamFir101720, BalsamFir48306, BalsamFir50171, BalsamFir59336, BalsamFir60863, BalsamFir82811, BalsamFir92597		FraserFir112511, FraserFir114524, FraserFir116451, FraserFir134915, FraserFir195993
OG0001790	BalsamFir53580, BalsamFir96989		FraserFir107371, FraserFir119900, FraserFir120459, FraserFir135842, FraserFir175465, FraserFir177691, FraserFir196110, FraserFir202280, FraserFir58012, FraserFir76625
OG0001792	BalsamFir103468, BalsamFir53813, BalsamFir54227, BalsamFir59145, BalsamFir63344, BalsamFir64651, BalsamFir81414, BalsamFir82550, BalsamFir88300, BalsamFir92833, BalsamFir97181		FraserFir141768
OG0001826	BalsamFir61558, BalsamFir82187, BalsamFir94814		FraserFir116128, FraserFir140298, FraserFir144017, FraserFir191637, FraserFir199009, FraserFir202787, FraserFir57871, FraserFir65426, FraserFir93033
OG0001831	BalsamFir63172		FraserFir1019, FraserFir15149, FraserFir15860, FraserFir19448, FraserFir21052, FraserFir3170, FraserFir3789, FraserFir40837, FraserFir6437, FraserFir65997, FraserFir9672
OG0001834	BalsamFir64214		FraserFir108587, FraserFir125682, FraserFir140773, FraserFir172994, FraserFir174569, FraserFir182179, FraserFir185047, FraserFir187708, FraserFir207755, FraserFir84804, FraserFir89187
OG0001839	BalsamFir64510, BalsamFir72706		FraserFir100532, FraserFir122678, FraserFir12562, FraserFir162760, FraserFir196059, FraserFir203101, FraserFir209304, FraserFir2985, FraserFir81360, FraserFir98611
OG0001841	BalsamFir64719		FraserFir147174, FraserFir152542, FraserFir155756, FraserFir158565, FraserFir159130, FraserFir186651, FraserFir188435, FraserFir197395, FraserFir198462, FraserFir203448, FraserFir206139
OG0001844	BalsamFir103764, BalsamFir65169, BalsamFir66666, BalsamFir75507		FraserFir126827, FraserFir147038, FraserFir164664, FraserFir165914, FraserFir172288, FraserFir208454, FraserFir75365, FraserFir77801
OG0001850	BalsamFir66346		FraserFir107614, FraserFir1107, FraserFir127063, FraserFir131764, FraserFir168686, FraserFir200005, FraserFir21238, FraserFir90833, FraserFir91964, FraserFir93697, FraserFir98315
OG0001854	BalsamFir68230, BalsamFir96485		FraserFir103173, FraserFir109420, FraserFir120546, FraserFir122794, FraserFir123448, FraserFir143829, FraserFir158603, FraserFir172596, FraserFir180776, FraserFir195575
OG0001861	BalsamFir70864, BalsamFir72535, BalsamFir85343, BalsamFir88756, BalsamFir89688, BalsamFir90126, BalsamFir90662, BalsamFir93192, BalsamFir93667, BalsamFir96335		FraserFir164628, FraserFir166627
OG0001862	BalsamFir71525		FraserFir102850, FraserFir119720, FraserFir131119, FraserFir136518, FraserFir202140, FraserFir26316, FraserFir26655, FraserFir28805, FraserFir28995, FraserFir29388, FraserFir89739
OG0001873	BalsamFir74949		FraserFir146661, FraserFir150317, FraserFir163179, FraserFir165034, FraserFir179863, FraserFir182825, FraserFir182841, FraserFir204204, FraserFir47348, FraserFir60209, FraserFir92053
OG0001878	BalsamFir77243		FraserFir115064, FraserFir116444, FraserFir124673, FraserFir44814, FraserFir46474, FraserFir73825, FraserFir75384, FraserFir75929, FraserFir81388, FraserFir94303, FraserFir98210
OG0001892	BalsamFir85101		FraserFir121509, FraserFir142219, FraserFir150546, FraserFir158400, FraserFir169542, FraserFir187264, FraserFir198374, FraserFir31956, FraserFir58238, FraserFir62740, FraserFir97495
OG0001894	BalsamFir85552		FraserFir105888, FraserFir123081, FraserFir140004, FraserFir144856, FraserFir167117, FraserFir179998, FraserFir181579, FraserFir206216, FraserFir39140, FraserFir57057, FraserFir62336
OG0001901	BalsamFir87575		FraserFir104829, FraserFir123178, FraserFir135938, FraserFir150094, FraserFir160502, FraserFir161173, FraserFir175197, FraserFir180778, FraserFir202412, FraserFir76294, FraserFir94768
OG0001908	BalsamFir91213		FraserFir121844, FraserFir135800, FraserFir143245, FraserFir149533, FraserFir175148, FraserFir177894, FraserFir183448, FraserFir204522, FraserFir204964, FraserFir29691, FraserFir74684
OG0001909	BalsamFir91661		FraserFir135499, FraserFir135715, FraserFir155349, FraserFir169850, FraserFir175536, FraserFir177205, FraserFir178111, FraserFir196645, FraserFir37981, FraserFir67610, FraserFir76192
OG0001913	BalsamFir96152		FraserFir108129, FraserFir115113, FraserFir133534, FraserFir155384, FraserFir184243, FraserFir190888, FraserFir195781, FraserFir38367, FraserFir55409, FraserFir64876, FraserFir87785
OG0001914	BalsamFir96554		FraserFir111138, FraserFir152600, FraserFir155532, FraserFir165827, FraserFir173672, FraserFir173856, FraserFir190599, FraserFir203011, FraserFir203525, FraserFir70718, FraserFir76846
OG0001922	BalsamFir100398		FraserFir134589, FraserFir14145, FraserFir143861, FraserFir144834, FraserFir157514, FraserFir166288, FraserFir186516, FraserFir199051, FraserFir23425, FraserFir74562, FraserFir86063
OG0001927	BalsamFir101534		FraserFir125166, FraserFir132403, FraserFir138704, FraserFir142586, FraserFir152155, FraserFir154292, FraserFir157544, FraserFir159924, FraserFir162731, FraserFir163508, FraserFir165545
OG0002119	BalsamFir11593, BalsamFir13654, BalsamFir14936, BalsamFir15235		FraserFir21908, FraserFir22526, FraserFir23735, FraserFir24449, FraserFir24779, FraserFir27199, FraserFir34089
OG0002194	BalsamFir20729, BalsamFir36144		FraserFir105172, FraserFir126900, FraserFir134301, FraserFir136749, FraserFir141989, FraserFir163127, FraserFir185727, FraserFir189026, FraserFir74095
OG0002196	BalsamFir20786, BalsamFir62330		FraserFir119192, FraserFir148363, FraserFir150176, FraserFir164469, FraserFir174461, FraserFir190572, FraserFir40540, FraserFir40558, FraserFir53188
OG0002199	BalsamFir20947		FraserFir36035, FraserFir36443, FraserFir36453, FraserFir36857, FraserFir45362, FraserFir46385, FraserFir50463, FraserFir53807, FraserFir56009, FraserFir73725
OG0002205	BalsamFir21746		FraserFir29922, FraserFir41726, FraserFir43703, FraserFir49248, FraserFir50638, FraserFir53499, FraserFir60452, FraserFir62076, FraserFir64430, FraserFir70170
OG0002211	BalsamFir22775, BalsamFir32389, BalsamFir40460		FraserFir38817, FraserFir41111, FraserFir46069, FraserFir47784, FraserFir48288, FraserFir48556, FraserFir50557, FraserFir67532
OG0002263	BalsamFir28111, BalsamFir33668, BalsamFir48213, BalsamFir49577, BalsamFir49599, BalsamFir52283, BalsamFir53000, BalsamFir57647, BalsamFir68930		FraserFir129440, FraserFir135144
OG0002271	BalsamFir28864		FraserFir62452, FraserFir66504, FraserFir66752, FraserFir67540, FraserFir69574, FraserFir69770, FraserFir71054, FraserFir72609, FraserFir73971, FraserFir74823
OG0002315	BalsamFir35394		FraserFir29261, FraserFir34661, FraserFir35513, FraserFir35589, FraserFir37694, FraserFir38487, FraserFir42694, FraserFir45101, FraserFir47654, FraserFir50419
OG0002323	BalsamFir36876, BalsamFir39516, BalsamFir56386, BalsamFir75208, BalsamFir77680, BalsamFir83991		FraserFir144718, FraserFir162159, FraserFir76898, FraserFir84314, FraserFir98741
OG0002378	BalsamFir44635, BalsamFir55504		FraserFir140091, FraserFir148703, FraserFir152732, FraserFir161984, FraserFir183177, FraserFir186206, FraserFir188716, FraserFir81730, FraserFir82533
OG0002393	BalsamFir103234, BalsamFir46890, BalsamFir56792, BalsamFir59174, BalsamFir75474, BalsamFir85229, BalsamFir91351, BalsamFir93901, BalsamFir98107, BalsamFir99357		FraserFir128525
OG0002401	BalsamFir103620, BalsamFir48966, BalsamFir52348, BalsamFir57590, BalsamFir60589, BalsamFir62985, BalsamFir64433, BalsamFir71089, BalsamFir76906, BalsamFir77808		FraserFir162376
OG0002403	BalsamFir49035, BalsamFir52288, BalsamFir88524		FraserFir102727, FraserFir104890, FraserFir105394, FraserFir106506, FraserFir107454, FraserFir108406, FraserFir124069, FraserFir174109
OG0002407	BalsamFir101538, BalsamFir102021, BalsamFir102382, BalsamFir49302, BalsamFir60351, BalsamFir63223, BalsamFir63333, BalsamFir67562, BalsamFir81936, BalsamFir95227		FraserFir142189
OG0002413	BalsamFir49891, BalsamFir51318, BalsamFir55643, BalsamFir55894, BalsamFir56569, BalsamFir63078, BalsamFir64658, BalsamFir74566, BalsamFir88844		FraserFir188991, FraserFir200581
OG0002415	BalsamFir100889, BalsamFir103487, BalsamFir50088, BalsamFir61557, BalsamFir64218, BalsamFir74610, BalsamFir78242, BalsamFir78551, BalsamFir82836, BalsamFir89117		FraserFir184538
OG0002417	BalsamFir50773, BalsamFir69732, BalsamFir71383, BalsamFir72016, BalsamFir72149, BalsamFir72861, BalsamFir81027, BalsamFir84200, BalsamFir97117		FraserFir110256, FraserFir85704
OG0002432	BalsamFir101980, BalsamFir52967, BalsamFir53137, BalsamFir54474, BalsamFir54610, BalsamFir57951, BalsamFir67690, BalsamFir89419		FraserFir116367, FraserFir128360, FraserFir132527
OG0002438	BalsamFir54626, BalsamFir79403		FraserFir106875, FraserFir154957, FraserFir160931, FraserFir174195, FraserFir177836, FraserFir185682, FraserFir192765, FraserFir206881, FraserFir77448
OG0002457	BalsamFir58106, BalsamFir74942		FraserFir103970, FraserFir125893, FraserFir132465, FraserFir137273, FraserFir160449, FraserFir170538, FraserFir68286, FraserFir92758, FraserFir97023
OG0002465	BalsamFir102697, BalsamFir59397, BalsamFir64159, BalsamFir64327, BalsamFir65222, BalsamFir85610, BalsamFir86421, BalsamFir88575, BalsamFir94781, BalsamFir95055		FraserFir141354
OG0002469	BalsamFir59993, BalsamFir60152, BalsamFir60507, BalsamFir62938, BalsamFir67396, BalsamFir67923, BalsamFir80330, BalsamFir83510, BalsamFir98711		FraserFir118086, FraserFir121893
OG0002480	BalsamFir62714, BalsamFir84117, BalsamFir99108		FraserFir139144, FraserFir170478, FraserFir175623, FraserFir183780, FraserFir193442, FraserFir199705, FraserFir205508, FraserFir208683
OG0002511	BalsamFir70248		FraserFir114174, FraserFir122051, FraserFir137096, FraserFir165170, FraserFir183663, FraserFir191953, FraserFir199888, FraserFir32932, FraserFir38754, FraserFir92014
OG0002515	BalsamFir70911, BalsamFir95737, BalsamFir98054		FraserFir157596, FraserFir189252, FraserFir191346, FraserFir191542, FraserFir193346, FraserFir199606, FraserFir200166, FraserFir207744
OG0002516	BalsamFir70921, BalsamFir75123, BalsamFir80488, BalsamFir83094, BalsamFir83396, BalsamFir83582, BalsamFir83649, BalsamFir84725, BalsamFir86861		FraserFir143120, FraserFir206543
